sezon,data,godz,cena_pln_mwh
Jesien,2025-10-08,23,444.61
Jesien,2025-10-09,0,452.04
Jesien,2025-10-09,1,453.17
Jesien,2025-10-09,2,452.71
Jesien,2025-10-09,3,451.23
Jesien,2025-10-09,4,451.47
Jesien,2025-10-09,5,455.53
Jesien,2025-10-09,6,540.75
Jesien,2025-10-09,7,694.16
Jesien,2025-10-09,8,683.68
Jesien,2025-10-09,9,557.5
Jesien,2025-10-09,10,467.39
Jesien,2025-10-09,11,420.75
Jesien,2025-10-09,12,412.98
Jesien,2025-10-09,13,419.42
Jesien,2025-10-09,14,430.17
Jesien,2025-10-09,15,450.26
Jesien,2025-10-09,16,462.55
Jesien,2025-10-09,17,509.77
Jesien,2025-10-09,18,532.86
Jesien,2025-10-09,19,576.54
Jesien,2025-10-09,20,473.18
Jesien,2025-10-09,21,412.89
Jesien,2025-10-09,22,417.77
Jesien,2025-10-09,23,376.88
Jesien,2025-10-10,0,355.16
Jesien,2025-10-10,1,329.41
Jesien,2025-10-10,2,301.06
Jesien,2025-10-10,3,281.82
Jesien,2025-10-10,4,286.99
Jesien,2025-10-10,5,318.04
Jesien,2025-10-10,6,416.35
Jesien,2025-10-10,7,458.11
Jesien,2025-10-10,8,481.54
Jesien,2025-10-10,9,433.23
Jesien,2025-10-10,10,360.87
Jesien,2025-10-10,11,320.25
Jesien,2025-10-10,12,292.65
Jesien,2025-10-10,13,282.61
Jesien,2025-10-10,14,316.21
Jesien,2025-10-10,15,366.96
Jesien,2025-10-10,16,421.41
Jesien,2025-10-10,17,447.95
Jesien,2025-10-10,18,473.56
Jesien,2025-10-10,19,473.12
Jesien,2025-10-10,20,434.6
Jesien,2025-10-10,21,394.13
Jesien,2025-10-10,22,394.87
Jesien,2025-10-10,23,368.12
Jesien,2025-10-11,0,397.85
Jesien,2025-10-11,1,382.17
Jesien,2025-10-11,2,368.09
Jesien,2025-10-11,3,356.24
Jesien,2025-10-11,4,352.77
Jesien,2025-10-11,5,365.86
Jesien,2025-10-11,6,386.13
Jesien,2025-10-11,7,431.52
Jesien,2025-10-11,8,454.84
Jesien,2025-10-11,9,445.91
Jesien,2025-10-11,10,432.53
Jesien,2025-10-11,11,414.14
Jesien,2025-10-11,12,410.38
Jesien,2025-10-11,13,411.61
Jesien,2025-10-11,14,428.83
Jesien,2025-10-11,15,435.95
Jesien,2025-10-11,16,491.1
Jesien,2025-10-11,17,521.56
Jesien,2025-10-11,18,555.97
Jesien,2025-10-11,19,569.79
Jesien,2025-10-11,20,517.92
Jesien,2025-10-11,21,488.33
Jesien,2025-10-11,22,463.01
Jesien,2025-10-11,23,426.22
Jesien,2025-10-12,0,417.68
Jesien,2025-10-12,1,397.08
Jesien,2025-10-12,2,381.58
Jesien,2025-10-12,3,373.98
Jesien,2025-10-12,4,371.62
Jesien,2025-10-12,5,370.05
Jesien,2025-10-12,6,360.9
Jesien,2025-10-12,7,380.56
Jesien,2025-10-12,8,393.1
Jesien,2025-10-12,9,379.51
Jesien,2025-10-12,10,377.03
Jesien,2025-10-12,11,368.1
Jesien,2025-10-12,12,371.1
Jesien,2025-10-12,13,381.69
Jesien,2025-10-12,14,384.88
Jesien,2025-10-12,15,398.02
Jesien,2025-10-12,16,445.05
Jesien,2025-10-12,17,479.57
Jesien,2025-10-12,18,507.11
Jesien,2025-10-12,19,543.54
Jesien,2025-10-12,20,506.32
Jesien,2025-10-12,21,488.46
Jesien,2025-10-12,22,477.04
Jesien,2025-10-12,23,436.31
Jesien,2025-10-13,0,435.01
Jesien,2025-10-13,1,437.97
Jesien,2025-10-13,2,435.26
Jesien,2025-10-13,3,433.49
Jesien,2025-10-13,4,427.31
Jesien,2025-10-13,5,446.14
Jesien,2025-10-13,6,589.74
Jesien,2025-10-13,7,923.49
Jesien,2025-10-13,8,855.09
Jesien,2025-10-13,9,603.56
Jesien,2025-10-13,10,482.75
Jesien,2025-10-13,11,429.48
Jesien,2025-10-13,12,391.34
Jesien,2025-10-13,13,384.73
Jesien,2025-10-13,14,391.3
Jesien,2025-10-13,15,437.65
Jesien,2025-10-13,16,492.36
Jesien,2025-10-13,17,721.6
Jesien,2025-10-13,18,999.91
Jesien,2025-10-13,19,1010.81
Jesien,2025-10-13,20,656.78
Jesien,2025-10-13,21,527.83
Jesien,2025-10-13,22,497.13
Jesien,2025-10-13,23,462.76
Jesien,2025-10-14,0,471.79
Jesien,2025-10-14,1,458.1
Jesien,2025-10-14,2,460.5
Jesien,2025-10-14,3,459.91
Jesien,2025-10-14,4,457.34
Jesien,2025-10-14,5,464.04
Jesien,2025-10-14,6,585.43
Jesien,2025-10-14,7,845.38
Jesien,2025-10-14,8,856.54
Jesien,2025-10-14,9,673.23
Jesien,2025-10-14,10,549.86
Jesien,2025-10-14,11,500.3
Jesien,2025-10-14,12,476.44
Jesien,2025-10-14,13,474.04
Jesien,2025-10-14,14,504.26
Jesien,2025-10-14,15,577.49
Jesien,2025-10-14,16,754.66
Jesien,2025-10-14,17,941.74
Jesien,2025-10-14,18,1454.32
Jesien,2025-10-14,19,1566.65
Jesien,2025-10-14,20,947.08
Jesien,2025-10-14,21,650.7
Jesien,2025-10-14,22,549.27
Jesien,2025-10-14,23,491.7
Jesien,2025-10-15,0,486.29
Jesien,2025-10-15,1,469.31
Jesien,2025-10-15,2,466.76
Jesien,2025-10-15,3,460.32
Jesien,2025-10-15,4,462.33
Jesien,2025-10-15,5,481.1
Jesien,2025-10-15,6,682.3
Jesien,2025-10-15,7,1211.58
Jesien,2025-10-15,8,1131.24
Jesien,2025-10-15,9,771.69
Jesien,2025-10-15,10,582.19
Jesien,2025-10-15,11,529.31
Jesien,2025-10-15,12,484.94
Jesien,2025-10-15,13,476.06
Jesien,2025-10-15,14,515.54
Jesien,2025-10-15,15,534.95
Jesien,2025-10-15,16,632.65
Jesien,2025-10-15,17,771.98
Jesien,2025-10-15,18,997.74
Jesien,2025-10-15,19,1059.43
Jesien,2025-10-15,20,682.09
Jesien,2025-10-15,21,498.94
Jesien,2025-10-15,22,468.19
Jesien,2025-10-15,23,451.93
Jesien,2025-10-16,0,454.07
Jesien,2025-10-16,1,450.41
Jesien,2025-10-16,2,451.13
Jesien,2025-10-16,3,450.65
Jesien,2025-10-16,4,449.31
Jesien,2025-10-16,5,445.24
Jesien,2025-10-16,6,510.44
Jesien,2025-10-16,7,545.87
Jesien,2025-10-16,8,579.99
Jesien,2025-10-16,9,510.31
Jesien,2025-10-16,10,445.06
Jesien,2025-10-16,11,417.58
Jesien,2025-10-16,12,417.69
Jesien,2025-10-16,13,431.87
Jesien,2025-10-16,14,452.82
Jesien,2025-10-16,15,477.42
Jesien,2025-10-16,16,514.88
Jesien,2025-10-16,17,557.96
Jesien,2025-10-16,18,638.62
Jesien,2025-10-16,19,649.11
Jesien,2025-10-16,20,528.46
Jesien,2025-10-16,21,470.49
Jesien,2025-10-16,22,449.16
Jesien,2025-10-16,23,445.26
Jesien,2025-10-17,0,446.19
Jesien,2025-10-17,1,450.7
Jesien,2025-10-17,2,448.8
Jesien,2025-10-17,3,446.0
Jesien,2025-10-17,4,462.21
Jesien,2025-10-17,5,435.18
Jesien,2025-10-17,6,505.38
Jesien,2025-10-17,7,648.53
Jesien,2025-10-17,8,652.7
Jesien,2025-10-17,9,563.49
Jesien,2025-10-17,10,488.43
Jesien,2025-10-17,11,443.47
Jesien,2025-10-17,12,438.61
Jesien,2025-10-17,13,432.97
Jesien,2025-10-17,14,433.84
Jesien,2025-10-17,15,457.08
Jesien,2025-10-17,16,536.09
Jesien,2025-10-17,17,612.8
Jesien,2025-10-17,18,669.47
Jesien,2025-10-17,19,670.45
Jesien,2025-10-17,20,547.16
Jesien,2025-10-17,21,461.94
Jesien,2025-10-17,22,440.93
Jesien,2025-10-17,23,437.35
Jesien,2025-10-18,0,418.11
Jesien,2025-10-18,1,388.31
Jesien,2025-10-18,2,375.9
Jesien,2025-10-18,3,369.15
Jesien,2025-10-18,4,377.56
Jesien,2025-10-18,5,374.38
Jesien,2025-10-18,6,385.7
Jesien,2025-10-18,7,438.13
Jesien,2025-10-18,8,450.22
Jesien,2025-10-18,9,400.74
Jesien,2025-10-18,10,361.12
Jesien,2025-10-18,11,327.32
Jesien,2025-10-18,12,296.17
Jesien,2025-10-18,13,290.01
Jesien,2025-10-18,14,300.53
Jesien,2025-10-18,15,373.56
Jesien,2025-10-18,16,447.42
Jesien,2025-10-18,17,541.99
Jesien,2025-10-18,18,621.09
Jesien,2025-10-18,19,611.47
Jesien,2025-10-18,20,484.09
Jesien,2025-10-18,21,444.88
Jesien,2025-10-18,22,435.29
Jesien,2025-10-18,23,420.44
Jesien,2025-10-19,0,455.96
Jesien,2025-10-19,1,421.61
Jesien,2025-10-19,2,417.57
Jesien,2025-10-19,3,418.92
Jesien,2025-10-19,4,432.4
Jesien,2025-10-19,5,456.29
Jesien,2025-10-19,6,446.88
Jesien,2025-10-19,7,441.1
Jesien,2025-10-19,8,441.55
Jesien,2025-10-19,9,407.74
Jesien,2025-10-19,10,361.16
Jesien,2025-10-19,11,285.46
Jesien,2025-10-19,12,190.86
Jesien,2025-10-19,13,187.23
Jesien,2025-10-19,14,273.16
Jesien,2025-10-19,15,378.46
Jesien,2025-10-19,16,482.23
Jesien,2025-10-19,17,610.16
Jesien,2025-10-19,18,657.71
Jesien,2025-10-19,19,655.83
Jesien,2025-10-19,20,534.96
Jesien,2025-10-19,21,480.54
Jesien,2025-10-19,22,446.65
Jesien,2025-10-19,23,421.26
Jesien,2025-10-20,0,406.22
Jesien,2025-10-20,1,400.86
Jesien,2025-10-20,2,395.96
Jesien,2025-10-20,3,389.06
Jesien,2025-10-20,4,385.08
Jesien,2025-10-20,5,418.71
Jesien,2025-10-20,6,500.33
Jesien,2025-10-20,7,805.46
Jesien,2025-10-20,8,477.23
Jesien,2025-10-20,9,386.3
Jesien,2025-10-20,10,248.21
Jesien,2025-10-20,11,217.89
Jesien,2025-10-20,12,111.56
Jesien,2025-10-20,13,122.38
Jesien,2025-10-20,14,258.01
Jesien,2025-10-20,15,388.87
Jesien,2025-10-20,16,449.74
Jesien,2025-10-20,17,542.73
Jesien,2025-10-20,18,541.42
Jesien,2025-10-20,19,538.04
Jesien,2025-10-20,20,431.16
Jesien,2025-10-20,21,374.95
Jesien,2025-10-20,22,415.5
Jesien,2025-10-20,23,329.47
Jesien,2025-10-21,0,285.67
Jesien,2025-10-21,1,229.86
Jesien,2025-10-21,2,216.06
Jesien,2025-10-21,3,207.14
Jesien,2025-10-21,4,233.69
Jesien,2025-10-21,5,367.4
Jesien,2025-10-21,6,463.23
Jesien,2025-10-21,7,461.82
Jesien,2025-10-21,8,434.99
Jesien,2025-10-21,9,380.22
Jesien,2025-10-21,10,280.49
Jesien,2025-10-21,11,239.0
Jesien,2025-10-21,12,207.9
Jesien,2025-10-21,13,187.64
Jesien,2025-10-21,14,286.95
Jesien,2025-10-21,15,404.55
Jesien,2025-10-21,16,459.68
Jesien,2025-10-21,17,556.22
Jesien,2025-10-21,18,557.66
Jesien,2025-10-21,19,532.11
Jesien,2025-10-21,20,461.45
Jesien,2025-10-21,21,421.78
Jesien,2025-10-21,22,470.99
Jesien,2025-10-21,23,401.38
Jesien,2025-10-22,0,398.71
Jesien,2025-10-22,1,398.24
Jesien,2025-10-22,2,402.62
Jesien,2025-10-22,3,419.58
Jesien,2025-10-22,4,412.47
Jesien,2025-10-22,5,449.83
Jesien,2025-10-22,6,499.86
Jesien,2025-10-22,7,695.07
Jesien,2025-10-22,8,616.45
Jesien,2025-10-22,9,539.05
Jesien,2025-10-22,10,476.02
Jesien,2025-10-22,11,452.31
Jesien,2025-10-22,12,440.61
Jesien,2025-10-22,13,449.66
Jesien,2025-10-22,14,459.54
Jesien,2025-10-22,15,510.47
Jesien,2025-10-22,16,655.68
Jesien,2025-10-22,17,862.53
Jesien,2025-10-22,18,1128.4
Jesien,2025-10-22,19,1093.01
Jesien,2025-10-22,20,768.54
Jesien,2025-10-22,21,589.81
Jesien,2025-10-22,22,514.21
Jesien,2025-10-22,23,464.74
Jesien,2025-10-23,0,460.33
Jesien,2025-10-23,1,454.68
Jesien,2025-10-23,2,476.88
Jesien,2025-10-23,3,453.24
Jesien,2025-10-23,4,450.95
Jesien,2025-10-23,5,450.94
Jesien,2025-10-23,6,665.89
Jesien,2025-10-23,7,759.9
Jesien,2025-10-23,8,607.99
Jesien,2025-10-23,9,437.37
Jesien,2025-10-23,10,406.26
Jesien,2025-10-23,11,364.02
Jesien,2025-10-23,12,341.49
Jesien,2025-10-23,13,372.57
Jesien,2025-10-23,14,415.11
Jesien,2025-10-23,15,439.65
Jesien,2025-10-23,16,487.49
Jesien,2025-10-23,17,563.68
Jesien,2025-10-23,18,554.04
Jesien,2025-10-23,19,552.43
Jesien,2025-10-23,20,488.18
Jesien,2025-10-23,21,452.94
Jesien,2025-10-23,22,477.57
Jesien,2025-10-23,23,455.3
Jesien,2025-10-24,0,439.05
Jesien,2025-10-24,1,408.3
Jesien,2025-10-24,2,399.06
Jesien,2025-10-24,3,393.93
Jesien,2025-10-24,4,414.93
Jesien,2025-10-24,5,431.18
Jesien,2025-10-24,6,484.64
Jesien,2025-10-24,7,658.82
Jesien,2025-10-24,8,698.96
Jesien,2025-10-24,9,582.0
Jesien,2025-10-24,10,462.21
Jesien,2025-10-24,11,458.34
Jesien,2025-10-24,12,459.04
Jesien,2025-10-24,13,493.69
Jesien,2025-10-24,14,482.8
Jesien,2025-10-24,15,440.67
Jesien,2025-10-24,16,485.68
Jesien,2025-10-24,17,595.69
Jesien,2025-10-24,18,546.53
Jesien,2025-10-24,19,481.64
Jesien,2025-10-24,20,405.81
Jesien,2025-10-24,21,351.1
Jesien,2025-10-24,22,351.98
Jesien,2025-10-24,23,281.07
Jesien,2025-10-25,0,353.9
Jesien,2025-10-25,1,282.2
Jesien,2025-10-25,2,221.34
Jesien,2025-10-25,3,232.46
Jesien,2025-10-25,4,298.32
Jesien,2025-10-25,5,327.65
Jesien,2025-10-25,6,437.65
Jesien,2025-10-25,7,491.59
Jesien,2025-10-25,8,463.95
Jesien,2025-10-25,9,398.21
Jesien,2025-10-25,10,269.62
Jesien,2025-10-25,11,87.1
Jesien,2025-10-25,12,52.8
Jesien,2025-10-25,13,165.32
Jesien,2025-10-25,14,339.74
Jesien,2025-10-25,15,432.28
Jesien,2025-10-25,16,516.1
Jesien,2025-10-25,17,505.28
Jesien,2025-10-25,18,527.35
Jesien,2025-10-25,19,474.6
Jesien,2025-10-25,20,433.75
Jesien,2025-10-25,21,445.57
Jesien,2025-10-25,22,411.24
Jesien,2025-10-25,23,341.86
Jesien,2025-10-26,0,221.68
Jesien,2025-10-26,1,71.84
Jesien,2025-10-26,2,50.52
Jesien,2025-10-26,3,41.72
Jesien,2025-10-26,4,36.32
Jesien,2025-10-26,5,52.53
Jesien,2025-10-26,6,90.97
Jesien,2025-10-26,7,81.66
Jesien,2025-10-26,8,36.62
Jesien,2025-10-26,9,35.12
Jesien,2025-10-26,10,17.97
Jesien,2025-10-26,11,9.56
Jesien,2025-10-26,12,7.36
Jesien,2025-10-26,13,10.24
Jesien,2025-10-26,14,136.78
Jesien,2025-10-26,15,380.92
Jesien,2025-10-26,16,428.38
Jesien,2025-10-26,17,437.27
Jesien,2025-10-26,18,417.73
Jesien,2025-10-26,19,401.8
Jesien,2025-10-26,20,375.09
Jesien,2025-10-26,21,377.48
Jesien,2025-10-26,22,291.91
Jesien,2025-10-26,23,72.42
Jesien,2025-10-27,0,46.89
Jesien,2025-10-27,1,32.73
Jesien,2025-10-27,2,27.4
Jesien,2025-10-27,3,26.74
Jesien,2025-10-27,4,51.44
Jesien,2025-10-27,5,120.38
Jesien,2025-10-27,6,390.33
Jesien,2025-10-27,7,439.59
Jesien,2025-10-27,8,425.21
Jesien,2025-10-27,9,398.43
Jesien,2025-10-27,10,387.34
Jesien,2025-10-27,11,407.74
Jesien,2025-10-27,12,428.64
Jesien,2025-10-27,13,416.67
Jesien,2025-10-27,14,449.2
Jesien,2025-10-27,15,578.89
Jesien,2025-10-27,16,741.93
Jesien,2025-10-27,17,833.89
Jesien,2025-10-27,18,663.78
Jesien,2025-10-27,19,636.35
Jesien,2025-10-27,20,486.58
Jesien,2025-10-27,21,423.25
Jesien,2025-10-27,22,424.91
Jesien,2025-10-27,23,405.74
Jesien,2025-10-28,0,339.15
Jesien,2025-10-28,1,250.85
Jesien,2025-10-28,2,188.2
Jesien,2025-10-28,3,153.9
Jesien,2025-10-28,4,169.6
Jesien,2025-10-28,5,234.36
Jesien,2025-10-28,6,425.15
Jesien,2025-10-28,7,449.98
Jesien,2025-10-28,8,445.33
Jesien,2025-10-28,9,408.79
Jesien,2025-10-28,10,362.08
Jesien,2025-10-28,11,367.52
Jesien,2025-10-28,12,415.2
Jesien,2025-10-28,13,441.83
Jesien,2025-10-28,14,473.93
Jesien,2025-10-28,15,524.87
Jesien,2025-10-28,16,599.27
Jesien,2025-10-28,17,613.94
Jesien,2025-10-28,18,549.01
Jesien,2025-10-28,19,488.89
Jesien,2025-10-28,20,431.88
Jesien,2025-10-28,21,401.66
Jesien,2025-10-28,22,429.56
Jesien,2025-10-28,23,383.95
Jesien,2025-10-29,0,286.71
Jesien,2025-10-29,1,249.57
Jesien,2025-10-29,2,238.36
Jesien,2025-10-29,3,244.52
Jesien,2025-10-29,4,268.74
Jesien,2025-10-29,5,326.27
Jesien,2025-10-29,6,438.71
Jesien,2025-10-29,7,453.66
Jesien,2025-10-29,8,440.69
Jesien,2025-10-29,9,372.15
Jesien,2025-10-29,10,321.59
Jesien,2025-10-29,11,311.62
Jesien,2025-10-29,12,317.12
Jesien,2025-10-29,13,380.8
Jesien,2025-10-29,14,447.32
Jesien,2025-10-29,15,538.79
Jesien,2025-10-29,16,730.07
Jesien,2025-10-29,17,857.18
Jesien,2025-10-29,18,687.18
Jesien,2025-10-29,19,642.37
Jesien,2025-10-29,20,556.57
Jesien,2025-10-29,21,440.4
Jesien,2025-10-29,22,450.84
Jesien,2025-10-29,23,429.85
Jesien,2025-10-30,0,382.02
Jesien,2025-10-30,1,336.16
Jesien,2025-10-30,2,299.79
Jesien,2025-10-30,3,284.65
Jesien,2025-10-30,4,295.24
Jesien,2025-10-30,5,362.54
Jesien,2025-10-30,6,465.41
Jesien,2025-10-30,7,453.3
Jesien,2025-10-30,8,434.67
Jesien,2025-10-30,9,423.81
Jesien,2025-10-30,10,393.05
Jesien,2025-10-30,11,392.55
Jesien,2025-10-30,12,385.76
Jesien,2025-10-30,13,389.01
Jesien,2025-10-30,14,403.28
Jesien,2025-10-30,15,425.24
Jesien,2025-10-30,16,454.93
Jesien,2025-10-30,17,489.64
Jesien,2025-10-30,18,467.63
Jesien,2025-10-30,19,462.04
Jesien,2025-10-30,20,421.4
Jesien,2025-10-30,21,394.52
Jesien,2025-10-30,22,383.32
Jesien,2025-10-30,23,336.09
